881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,642,188
881,644,188
880,651,188
877,673,188
872,703,188
867,737,188
865,751,188
859,796,188
855,825,188
850,861,188
844,901,188
832,988,188
820,1076,188
809,1154,188
801,1218,188
782,1358,188
762,1516,188
738,1700,188
726,1798,188
702,1996,188
690,2093,188
678,2192,188
664,2318,188
658,2376,187
646,2482,187
622,2697,187
605,2832,187
601,2865,187
572,3047,187
556,3127,186
539,3202,187
497,3332,187
476,3378,186
420,3465,186
348,3536,186
272,3581,187
217,3602,187
98,3632,188
-54,3664,187
-106,3678,187
-174,3701,186
-239,3733,186
-330,3796,185
-375,3832,184
-421,3871,184
-484,3925,184
-533,3967,184
-580,4004,184
-626,4035,183
-719,4078,183
-820,4087,183
-858,4081,183
-923,4056,183
-954,4036,183
-1002,3993,183
-1025,3963,183
-1055,3913,183
-1072,3876,183
-1091,3828,184
-1118,3730,184
-1142,3596,184
-1148,3536,184
-1154,3447,182
-1154,3376,181
-1145,3241,179
-1124,3094,178
-1107,3018,177
-1056,2844,176
-1011,2721,177
-970,2617,177
-909,2469,179
-831,2283,182
-793,2194,184
-722,2021,186
-632,1780,189
-602,1694,189
-563,1567,190
-531,1451,190
-494,1280,190
-476,1175,189
-464,1066,189
-458,975,189
-456,829,189
-462,725,188
-482,605,188
-501,546,188
-559,435,188
-621,365,188
-689,313,187
-720,295,187
-788,264,187
-964,208,187
-1027,194,187
-1085,184,187
-1294,161,188
-1412,156,188
-1474,155,188
-1652,161,188
-1888,180,188
-2099,200,188
-2272,216,188
-2512,236,189
-2762,257,190
-2829,263,190
-3117,285,190
-3201,291,189
-3328,300,189
-3486,313,188
-3750,334,188
-4059,359,188
-4163,367,188
-4479,394,188
-4859,438,187
-4965,455,188
-5237,517,190
-5356,554,190
-5632,668,191
-5732,718,191
-6078,914,190
-6214,996,190
-6364,1087,190
-6500,1170,190
-6719,1303,190
-6908,1421,190
-7064,1522,190
-7252,1644,190
-7360,1716,190
-7474,1791,190
-7668,1924,191
-7792,2002,191
-7958,2077,191
-8063,2113,192
-8190,2141,193
-8260,2147,193
-8312,2143,193
-8389,2125,193
-8477,2081,194
-8523,2046,194
-8580,1994,193
-8616,1957,193
-8674,1888,193
-8722,1826,193
-8784,1739,193
-8836,1661,193
-8874,1606,193
-8977,1427,194
-9024,1330,194
-9059,1256,195
-9116,1128,195
-9170,1003,195
-9209,912,195
-9246,829,195
-9269,782,195
-9317,698,195
-9375,616,195
-9428,565,195
-9456,547,195
-9515,525,195
-9584,529,195
-9629,547,195
-9677,576,195
-9736,623,195
-9771,655,195
-9798,683,196
-9843,732,196
-9884,779,196
-9929,835,196
-9979,903,196
-10023,961,197
-10094,1052,197
-10141,1110,198
-10204,1185,198
-10262,1250,199
-10362,1357,200
-10446,1437,201
-10531,1505,202
-10588,1543,203
-10702,1601,203
-10870,1652,204
-10964,1658,204
-11015,1653,204
-11102,1627,203
-11162,1600,203
-11207,1573,203
-11251,1543,202
-11292,1509,202
-11369,1426,202
-11407,1379,202
-11462,1301,202
-11507,1233,202
-11547,1167,202
-11583,1105,202
-11624,1031,202
-11660,963,202
-11742,798,203
-11772,732,203
-11849,571,203
-11956,363,203
-12000,280,203
-12092,113,203
-12168,-17,204
-12253,-163,204
-12319,-277,204
-12332,-300,204
-12440,-487,204
-12509,-606,204
-12605,-774,204
-12747,-1020,204
-12828,-1154,204
-12891,-1249,204
-12994,-1407,203
-13084,-1554,203
-13147,-1662,203
-13198,-1770,203
-13217,-1837,203
-13225,-1937,202
-13205,-2088,202
-13190,-2144,201
-13130,-2291,201
-13049,-2416,201
-12949,-2515,200
-12904,-2549,201
-12763,-2630,198
-12698,-2659,196
-12580,-2702,195
-12523,-2720,195
-12423,-2760,196
-12344,-2819,199
-12276,-2927,198
-12269,-2946,198
-12234,-3065,197
-12215,-3153,197
-12201,-3231,195
-12190,-3301,195
-12179,-3368,197
-12164,-3454,199
-12119,-3610,203
-12032,-3729,207
-11904,-3843,208
-11883,-3861,209
-11789,-3937,208
-11712,-3998,208
-11587,-4101,208
-11506,-4170,207
-11382,-4285,205
-11278,-4396,203
-11208,-4487,207
-11124,-4614,214
-11075,-4692,215
-11013,-4779,218
-10955,-4841,220
-10894,-4883,221
-10824,-4907,223
-10740,-4887,226
-10705,-4859,227
-10683,-4834,228
-10646,-4768,229
-10626,-4719,229
-10607,-4655,229
-10588,-4574,229
-10578,-4525,229
-10580,-4533,229
-10569,-4477,229
-10549,-4364,229
-10536,-4279,229
-10529,-4218,229
-10519,-4137,229
-10493,-3943,228
-10478,-3838,229
-10462,-3728,228
-10424,-3517,228
-10393,-3363,229
-10367,-3226,229
-10321,-2987,228
-10204,-2335,227
-10179,-2202,228
-10150,-2053,229
-10128,-1944,227
-10074,-1681,223
-10043,-1541,219
-10010,-1401,215
-9947,-1174,208
-9882,-966,204
-9819,-779,201
-9780,-666,199
-9750,-583,198
-9701,-450,197
-9653,-324,196
-9608,-210,195
-9582,-148,196
-9516,-19,195
-9499,7,195
-9434,78,195
-9390,106,195
-9330,125,194
-9283,129,194
-9242,125,193
-9174,106,193
-9112,77,193
-9023,21,192
-8968,-19,192
-8875,-93,191
-8807,-150,190
-8750,-199,190
-8685,-256,189
-8618,-315,189
-8560,-369,189
-8412,-509,189
-8323,-591,188
-8236,-665,188
-8161,-728,188
-8013,-852,189
-7858,-980,191
-7772,-1047,192
-7598,-1169,195
-7397,-1280,196
-7226,-1350,197
-7046,-1400,199
-6492,-1457,199
-6380,-1464,198
-6208,-1475,197
-6021,-1488,196
-5861,-1498,195
-5684,-1510,194
-5505,-1522,193
-5385,-1530,193
-5205,-1542,193
-4948,-1558,192
-4644,-1575,192
-4324,-1590,191
-4048,-1598,192
-3866,-1600,193
-3718,-1604,192
-3547,-1609,191
-3385,-1614,191
-3187,-1622,190
-3091,-1628,190
-2987,-1636,189
-2810,-1653,189
-2727,-1667,189
-2648,-1691,190
-2579,-1728,190
-2534,-1774,190
-2510,-1815,190
-2483,-1898,190
-2460,-1994,190
-2433,-2081,188
-2390,-2179,188
-2377,-2205,188
-2328,-2286,188
-2288,-2339,187
-2238,-2392,187
-2139,-2469,187
-2040,-2519,187
-1940,-2553,187
-1847,-2574,187
-1803,-2582,187
-1721,-2593,186
-1626,-2602,186
-1516,-2608,185
-1312,-2611,185
-1242,-2611,185
-1110,-2612,185
-1020,-2614,185
-847,-2619,185
-753,-2622,185
-585,-2630,184
-451,-2637,185
-316,-2646,185
-161,-2657,185
-40,-2665,186
111,-2671,186
247,-2670,187
365,-2661,187
457,-2645,187
533,-2621,187
740,-2491,188
790,-2440,188
876,-2336,189
928,-2258,189
1039,-2058,188
1110,-1868,188
1138,-1754,188
1163,-1575,189
1169,-1352,189
1163,-1225,189
1151,-1083,189
1121,-866,188
1102,-747,188
1075,-591,188
1050,-441,188
1016,-235,188
985,-38,188
962,103,188
938,260,188
909,449,188
885,611,188
868,729,188
845,893,188
832,983,188
787,1316,188
770,1453,188
750,1605,188
712,1907,188
690,2091,188
660,2361,188
650,2449,187
625,2671,187
594,2918,187
567,3073,187
551,3153,187
530,3237,187
480,3370,186
388,3500,186
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
881,641,188
